Phrase1	Person1	Personimg1	Audio1	Hint1	trans1	Phrase2	Person2	Personimg2	Audio2	Hint2	trans2	Note	Intro	Image	Tagimg	Taglogo	Tagtalk	Tags	Adio1toexport	Adio2toexport	1685	10	0	Tags
What would you do if you saw someone littering in a public park?	Eva	<img src='Eva10.png' />	[sound:Level-C1-866180004.mp3]	W_a_   w_u_d   y_u   d_   i_   <br>y_u   s_w   s_m_o_e   l_t_e_i_g   <br>i_   a   p_b_i_   p_r_?   <br>	O que você faria se visse alguém jogando lixo em um parque público?	Well, I'd possibly ask the person politely to not do that. If it didn't work, I'd take a picture and show it to the local authorities. The thing that drives me up the wall is people who don't care about the environment	John	<img src=John10.png />	[sound:Level-C1-798557195.mp3]	W_l_,   I'd   p_s_i_l_   a_k   <br>t_e   p_r_o_   p_l_t_l_   <br>t_   n_t   d_   t_a_.   I_   i_   <br>d_d_'_   w_r_,   I'd   t_k_   a   p_c_u_e   a_d   s_o_   i_   t_   t_e   l_c_l   a_t_o_i_i_s.   T_e   t_i_g   t_a_   d_i_e_   m_   u_   t_e   w_l_   i_   p_o_l_   w_o   d_n't   c_r_   a_o_t   t_e   e_v_r_n_e_t   	Bem, eu provavelmente pediria educadamente à pessoa para não fazer isso. Se não desse certo, eu tiraria uma foto e mostraria às autoridades locais. O que mais me dá nos nervos são as pessoas que não se importam com o meio ambiente		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥19-That-really-bugs-me! ⚑Noun-Clauses 	Level-C1-866180004.mp3	Level-C1-798557195.mp3				
Yesterday I was at the bank and I was waiting in line for a long time. Suddenly, a young man cut in front of me! I lost my mind and argued with him	Kimberly	<img src='Kimberly10.png' />	[sound:Level-C1-760633886.mp3]	Y_s_e_d_y   I   w_s   a_   t_e   <br>b_n_   a_d   I   w_s   w_i_i_g   <br>i_   l_n_   f_r   a   <br>l_n_   t_m_.   S_d_e_l_,   a   y_u_g   m_n   c_t   i_   f_o_t   o_   m_!   I   l_s_   m_   m_n_   a_d   a_g_e_   w_t_   h_m   	Ontem eu estava no banco e fiquei na fila por um longo tempo. De repente, um jovem passou na minha frente! Eu perdi a cabeça e discuti com ele	If I were in your shoes, I don't know if I would have argued with him. But I would certainly have said something. One thing that I hate is when people don't regard for others	Justin	<img src=Justin10.png />	[sound:Level-C1-123503554.mp3]	I_   I   w_r_   i_   y_u_   s_o_s,   <br>I   d_n't   k_o_   i_   <br>I   w_u_d   h_v_   a_g_e_   <br>w_t_   h_m.   B_t   I   w_u_d   c_r_a_n_y   h_v_   s_i_   s_m_t_i_g.   O_e   t_i_g   t_a_   I   h_t_   i_   w_e_   p_o_l_   d_n't   r_g_r_   f_r   o_h_r_   	Se eu estivesse no seu lugar, não sei se teria discutido com ele. Mas eu certamente teria dito alguma coisa. Uma coisa que eu odeio é quando as pessoas não respeitam os outros		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥19-That-really-bugs-me! ⚑Relative-Clauses ♚	Level-C1-760633886.mp3	Level-C1-123503554.mp3				
Can you tell me more about your pet peeves? They're very unusual! 	Eva	<img src='Eva10.png' />	[sound:Level-C1-429385419.mp3]	C_n   y_u   t_l_   m_   m_r_   <br>a_o_t   y_u_   p_t   p_e_e_?   <br>T_e_'_e   v_r_   u_u_u_l!   <br>   	Você pode me dizer mais sobre suas irritações? Eles são muito incomuns!	Well, another thing I hate is when people laugh at their own jokes and they're not funny. It really gets my goat!	Salli	<img src=Salli10.png />	[sound:Level-C1-1467415735.mp3]	W_l_,   a_o_h_r   t_i_g   I   h_t_   <br>i_   w_e_   p_o_l_   <br>l_u_h   a_   t_e_r   o_n   j_k_s   <br>a_d   t_e_'_e   n_t   f_n_y.   I_   r_a_l_   g_t_   m_   g_a_!   	Bem, outra coisa que eu odeio é quando as pessoas riem de suas próprias piadas e elas não são engraçadas. Isso me irrita muito!		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥19-That-really-bugs-me! ⚑Noun-Clauses ♚	Level-C1-429385419.mp3	Level-C1-1467415735.mp3				
Last week I had to teach my niece how to chew gum. Every time she chews one, she makes loud noises 	Kendra	<img src='Kendra10.png' />	[sound:Level-C1-634737684.mp3]	L_s_   w_e_   I   h_d   t_   t_a_h   <br>m_   n_e_e   h_w   t_   <br>c_e_   g_m.   E_e_y   t_m_   <br>s_e   c_e_s   o_e,   s_e   m_k_s   l_u_   n_i_e_      	Na semana passada, tive que ensinar minha sobrinha como mascar chiclete. Toda vez que ela mastiga um, ela faz barulhos altos	This is so annoying, right? People who chew gum loudly get on my nerves	Salli	<img src=Salli10.png />	[sound:Level-C1-2089281491.mp3]	T_i_   i_   s_   a_n_y_n_,   r_g_t?   <br>P_o_l_   w_o   c_e_   <br>g_m   l_u_l_   g_t   o_   m_   <br>n_r_e_   	Isso é tão chato, né? As pessoas que mascam chiclete fazendo barulhos altos me dão nos nervos		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥19-That-really-bugs-me! ⚑Relative-Clauses 	Level-C1-634737684.mp3	Level-C1-2089281491.mp3				
The town fined my neighbor who burns garbage in her backyard. I liked it! 	Matthew	<img src='Matthew10.png' />	[sound:Level-C1-959227291.mp3]	T_e   t_w_   f_n_d   m_   n_i_h_o_   <br>w_o   b_r_s   g_r_a_e   <br>i_   h_r   b_c_y_r_.   I   <br>l_k_d   i_!      	A cidade multou minha vizinha que queima lixo em seu quintal. Eu gostei disso!	Don't people know that burning garbage is terrible for the health of our lungs? After all, the ashes go into the air we breathe	Justin	<img src=Justin10.png />	[sound:Level-C1-2096574556.mp3]	D_n't   p_o_l_   k_o_   t_a_   <br>b_r_i_g   g_r_a_e   i_   t_r_i_l_   <br>f_r   t_e   h_a_t_   <br>o_   o_r   l_n_s?   A_t_r   a_l,   t_e   a_h_s   g_   i_t_   t_e   a_r   w_   b_e_t_e   	As pessoas não sabem que queimar lixo é terrível para a saúde de nossos pulmões? Afinal, as cinzas vão para o ar que respiramos		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥19-That-really-bugs-me! ⚑Relative-Clauses 	Level-C1-959227291.mp3	Level-C1-2096574556.mp3				
What truly irritates you? 	John	<img src='John10.png' />	[sound:Level-C1-317999032.mp3]	W_a_   t_u_y   i_r_t_t_s   y_u?   <br>   	O que realmente te irrita?	One thing that gets me down is people who lie to me. I can't stand lies!	Kendra	<img src=Kendra10.png />	[sound:Level-C1-468754467.mp3]	O_e   t_i_g   t_a_   g_t_   m_   <br>d_w_   i_   p_o_l_   w_o   <br>l_e   t_   m_.   I   c_n't   <br>s_a_d   l_e_!   	Uma coisa que me deixa deprimido são as pessoas que mentem para mim. Eu não suporto mentiras!		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥19-That-really-bugs-me! ⚑Noun-Clauses ♚	Level-C1-317999032.mp3	Level-C1-468754467.mp3				
What do you admire most about people?	Eva	<img src='Eva10.png' />	[sound:Level-C1-2105476092.mp3]	W_a_   d_   y_u   a_m_r_   m_s_   <br>a_o_t   p_o_l_?   	O que você mais admira nas pessoas?	I like people who stand up for something they believe in	Kimberly	<img src=Kimberly10.png />	[sound:Level-C1-355646783.mp3]	I   l_k_   p_o_l_   w_o   s_a_d   <br>u_   f_r   s_m_t_i_g   <br>t_e_   b_l_e_e   i_   	Eu gosto de pessoas que defendem algo em que acreditam		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥19-That-really-bugs-me! ⚑Relative-Clauses 	Level-C1-2105476092.mp3	Level-C1-355646783.mp3				
Something I can't do is keep up with technology. It's hard for me to understand how it works	Kimberly	<img src='Kimberly10.png' />	[sound:Level-C1-791912959.mp3]	S_m_t_i_g   I   c_n't   d_   i_   <br>k_e_   u_   w_t_   t_c_n_l_g_.   <br>I_'_   h_r_   f_r   <br>m_   t_   u_d_r_t_n_   h_w   i_   w_r_s   	Algo que não consigo fazer é acompanhar a tecnologia. É difícil para eu entender como funciona	I can help you with that. I really like everything related to technology and I can teach you how to use it 	John	<img src=John10.png />	[sound:Level-C1-1020548828.mp3]	I   c_n   h_l_   y_u   w_t_   t_a_.   <br>I   r_a_l_   l_k_   <br>e_e_y_h_n_   r_l_t_d   t_   t_c_n_l_g_   <br>a_d   I   c_n   t_a_h   y_u   h_w   t_   u_e   i_      	Eu posso te ajudar com isso. Eu realmente gosto de tudo relacionado à tecnologia e posso te ensinar a usá-la		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥19-That-really-bugs-me! ⚑Relative-Clauses 	Level-C1-791912959.mp3	Level-C1-1020548828.mp3				
The thing that aggravates me most is people who are cruel to animals 	Kendra	<img src='Kendra10.png' />	[sound:Level-C1-164259075.mp3]	T_e   t_i_g   t_a_   a_g_a_a_e_   <br>m_   m_s_   i_   p_o_l_   <br>w_o   a_e   c_u_l   t_   a_i_a_s   <br>   	O que mais me deixa nervosa são as pessoas que são cruéis com os animais	That really bothers me too. That's why every time I see something like this happening, I call The Animal Defense League 	Justin	<img src=Justin10.png />	[sound:Level-C1-172105957.mp3]	T_a_   r_a_l_   b_t_e_s   m_   <br>t_o.   T_a_'_   w_y   e_e_y   <br>t_m_   I   s_e   s_m_t_i_g   <br>l_k_   t_i_   h_p_e_i_g,   I   c_l_   T_e   A_i_a_   D_f_n_e   L_a_u_      	Isso realmente me incomoda também. É por isso que toda vez que vejo algo assim acontecendo, eu ligo para a Liga de Defesa Animal		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥19-That-really-bugs-me! ⚑Noun-Clauses 	Level-C1-164259075.mp3	Level-C1-172105957.mp3				
My teacher gets mad at every little noise our class makes. I think she overreacts!	Eva	<img src='Eva10.png' />	[sound:Level-C1-1457875640.mp3]	M_   t_a_h_r   g_t_   m_d   a_   <br>e_e_y   l_t_l_   n_i_e   <br>o_r   c_a_s   m_k_s.   I   t_i_k   <br>s_e   o_e_r_a_t_!   	Minha professora fica brava com cada barulho que nossa sala faz. Eu acho que ela exagera!	She doesn't overreact. She has reasons to get mad at you, you guys are too messy!	Ana	<img src=Ana10.png />	[sound:Level-C1-1351234860.mp3]	S_e   d_e_n't   o_e_r_a_t.   S_e   <br>h_s   r_a_o_s   t_   g_t   <br>m_d   a_   y_u,   y_u   g_y_   <br>a_e   t_o   m_s_y!   	Ela não exagera. Ela tem motivos para ficar brava com vocês, vocês são muito bagunceiros!		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥19-That-really-bugs-me! ⚑Simple-Present 	Level-C1-1457875640.mp3	Level-C1-1351234860.mp3				
Yesterday I had a big argument with a store clerk who refused to give me a refund	Salli	<img src='Salli10.png' />	[sound:Level-C1-1856731103.mp3]	Y_s_e_d_y   I   h_d   a   b_g   <br>a_g_m_n_   w_t_   a   s_o_e   <br>c_e_k   w_o   r_f_s_d   t_   <br>g_v_   m_   a   r_f_n_   	Ontem tive uma grande discussão com um funcionário da loja que se recusou a me dar um reembolso	Were you trying to get a refund for the broken blender?	Matthew	<img src=Matthew10.png />	[sound:Level-C1-1437109933.mp3]	W_r_   y_u   t_y_n_   t_   g_t   <br>a   r_f_n_   f_r   t_e   <br>b_o_e_   b_e_d_r?   	Você estava tentando obter o reembolso do liquidificador quebrado?		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥19-That-really-bugs-me! ⚑Relative-Clauses 	Level-C1-1856731103.mp3	Level-C1-1437109933.mp3				
How was your big night last weekend? 	Ana	<img src='Ana10.png' />	[sound:Level-C1-969820344.mp3]	H_w   w_s   y_u_   b_g   n_g_t   <br>l_s_   w_e_e_d?      	Como foi sua grande noite no último fim de semana?	Well, we went for a very nice walk in the park but the restaurant we had dinner overcharged us	Kendra	<img src=Kendra10.png />	[sound:Level-C1-1224697733.mp3]	W_l_,   w_   w_n_   f_r   a   v_r_   <br>n_c_   w_l_   i_   t_e   <br>p_r_   b_t   t_e   r_s_a_r_n_   <br>w_   h_d   d_n_e_   o_e_c_a_g_d   u_   	Bem, fizemos um passeio muito agradável no parque, mas o restaurante que jantamos nos cobrou em excesso		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥19-That-really-bugs-me! ⚑Relative-Clauses 	Level-C1-969820344.mp3	Level-C1-1224697733.mp3				
The thing that I hate is when I find empty ice cube trays in the freezer. Why can't people fill them? 	John	<img src='John10.png' />	[sound:Level-C1-1345287711.mp3]	T_e   t_i_g   t_a_   I   h_t_   <br>i_   w_e_   I   f_n_   e_p_y   <br>i_e   c_b_   t_a_s   i_   <br>t_e   f_e_z_r.   W_y   c_n't   p_o_l_   f_l_   t_e_?      	O que eu odeio é quando encontro formas de gelo vazias no freezer. Por que as pessoas não podem enchê-las?	I agree with you. Besides, isn't it horrible when people put an empty milk carton in the fridge? Can't they throw it in the trash can?	Kimberly	<img src=Kimberly10.png />	[sound:Level-C1-1648693266.mp3]	I   a_r_e   w_t_   y_u.   B_s_d_s,   <br>i_n't   i_   h_r_i_l_   <br>w_e_   p_o_l_   p_t   a_   <br>e_p_y   m_l_   c_r_o_   i_   t_e   f_i_g_?   C_n't   t_e_   t_r_w   i_   i_   t_e   t_a_h   c_n?   	Eu concordo com você. Além disso, não é horrível quando as pessoas colocam uma caixa de leite vazia na geladeira? Elas não podem jogá-la na lata de lixo?		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥19-That-really-bugs-me! ⚑Noun-Clauses ♚	Level-C1-1345287711.mp3	Level-C1-1648693266.mp3				
Something that makes my blood boil is when my friends send me jokes and chain e-mails that fill up my inbox 	Salli	<img src='Salli10.png' />	[sound:Level-C1-1387871619.mp3]	S_m_t_i_g   t_a_   m_k_s   m_   <br>b_o_d   b_i_   i_   w_e_   <br>m_   f_i_n_s   s_n_   m_   j_k_s   <br>a_d   c_a_n   e-m_i_s   t_a_   f_l_   u_   m_   i_b_x      	Algo que faz meu sangue ferver é quando meus amigos me enviam piadas e emails de corrente que enchem minha caixa de entrada	I hate it too. I mean, don't they have anything else to do? 	Ana	<img src=Ana10.png />	[sound:Level-C1-2027405972.mp3]	I   h_t_   i_   t_o.   I   m_a_,   <br>d_n't   t_e_   h_v_   <br>a_y_h_n_   e_s_   t_   d_?      <br>	Eu também odeio isso. Quero dizer, eles não têm mais nada para fazer?		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥19-That-really-bugs-me! ⚑Noun-Clauses ♚	Level-C1-1387871619.mp3	Level-C1-2027405972.mp3				
I'm calling to say that I'm working late tonight, ok? I wonder if I'll be able to get a taxi so late	John	<img src='John10.png' />	[sound:Level-C1-1352246507.mp3]	I'm   c_l_i_g   t_   s_y   t_a_   <br>I'm   w_r_i_g   l_t_   <br>t_n_g_t,   o_?   I   w_n_e_   <br>i_   I'l_   b_   a_l_   t_   g_t   a   t_x_   s_   l_t_   	Estou ligando para dizer que vou trabalhar até tarde hoje à noite, ok? Me pergunto se vou conseguir pegar um táxi tão tarde	Ok, honey. Don't worry, if you can't get a taxi, I'll go get you	Ana	<img src=Ana10.png />	[sound:Level-C1-768550617.mp3]	O_,   h_n_y.   D_n't   w_r_y,   <br>i_   y_u   c_n't   g_t   <br>a   t_x_,   I'l_   g_   g_t   <br>y_u   	Ok, querido. Não se preocupe, se você não conseguir pegar um táxi, eu vou te buscar		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥20-Do-something-about-it! ⚑Indirect-Questions ♚	Level-C1-1352246507.mp3	Level-C1-768550617.mp3				
My big concern is whether he'll be able to get into the class tomorrow. He swore at the teacher!	Justin	<img src='Justin10.png' />	[sound:Level-C1-2097294894.mp3]	M_   b_g   c_n_e_n   i_   w_e_h_r   <br>h_'_l   b_   a_l_   t_   <br>g_t   i_t_   t_e   c_a_s   <br>t_m_r_o_.   H_   s_o_e   a_   t_e   t_a_h_r!   	Minha grande preocupação é se ele poderá entrar na aula amanhã. Ele xingou o professor!	I heard he's going to be suspended for three days. Maybe now he will learn the lesson	Eva	<img src=Eva10.png />	[sound:Level-C1-1489581691.mp3]	I   h_a_d   h_'_   g_i_g   t_   <br>b_   s_s_e_d_d   f_r   t_r_e   <br>d_y_.   M_y_e   n_w   h_   <br>w_l_   l_a_n   t_e   l_s_o_   	Ouvi dizer que ele será suspenso por três dias. Talvez agora ele aprenda a lição		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥20-Do-something-about-it! ⚑Indirect-Questions 	Level-C1-2097294894.mp3	Level-C1-1489581691.mp3				
I wonder if airlines will ever stop losing passengers' luggage. Their employees are so sloppy!	Kendra	<img src='Kendra10.png' />	[sound:Level-C1-608737310.mp3]	I   w_n_e_   i_   a_r_i_e_   w_l_   <br>e_e_   s_o_   l_s_n_   <br>p_s_e_g_r_'   l_g_a_e.   T_e_r   <br>e_p_o_e_s   a_e   s_   s_o_p_!   	Gostaria de saber se as companhias aéreas vão parar de perder a bagagem dos passageiros. Seus funcionários são tão descuidados!	You're right! It has happened to me three times, and it took two months for them to indemnify me	Matthew	<img src=Matthew10.png />	[sound:Level-C1-64709758.mp3]	Y_u'r_   r_g_t!   I_   h_s   h_p_e_e_   <br>t_   m_   t_r_e   <br>t_m_s,   a_d   i_   t_o_   t_o   <br>m_n_h_   f_r   t_e_   t_   i_d_m_i_y   m_   	Você está certa! Isso já aconteceu comigo três vezes e levou dois meses para eles me indenizarem		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥20-Do-something-about-it! ⚑Indirect-Questions ♚	Level-C1-608737310.mp3	Level-C1-64709758.mp3				
I'd like to know how I correct a mistake on my phone bill. Can you help me? 	Kimberly	<img src='Kimberly10.png' />	[sound:Level-C1-1574691929.mp3]	I'd   l_k_   t_   k_o_   h_w   <br>I   c_r_e_t   a   m_s_a_e   <br>o_   m_   p_o_e   b_l_.   C_n   <br>y_u   h_l_   m_?      	Gostaria de saber como corrijo um erro na minha conta telefônica. Você pode me ajudar?	Sure. You should call customer service and ask them to solve the problem on your phone bill. The number must be on your phone bill	John	<img src=John10.png />	[sound:Level-C1-113299563.mp3]	S_r_.   Y_u   s_o_l_   c_l_   c_s_o_e_   <br>s_r_i_e   a_d   <br>a_k   t_e_   t_   s_l_e   t_e   <br>p_o_l_m   o_   y_u_   p_o_e   b_l_.   T_e   n_m_e_   m_s_   b_   o_   y_u_   p_o_e   b_l_   	Claro. Você deve ligar para o atendimento ao cliente e pedir que eles resolvam o problema na sua conta telefônica. O número deve estar na sua conta telefônica		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥20-Do-something-about-it! ⚑Indirect-Questions 	Level-C1-1574691929.mp3	Level-C1-113299563.mp3				
Why people complain so much is something I can't understand 	Ana	<img src='Ana10.png' />	[sound:Level-C1-616498643.mp3]	W_y   p_o_l_   c_m_l_i_   s_   <br>m_c_   i_   s_m_t_i_g   I   <br>c_n't   u_d_r_t_n_      	Por que as pessoas reclamam tanto é algo que eu não consigo entender	I guess complaining is part of human nature. People are never contented with their situation in life	Kendra	<img src=Kendra10.png />	[sound:Level-C1-2123374762.mp3]	I   g_e_s   c_m_l_i_i_g   i_   <br>p_r_   o_   h_m_n   n_t_r_.   <br>P_o_l_   a_e   n_v_r   c_n_e_t_d   <br>w_t_   t_e_r   s_t_a_i_n   i_   l_f_   	Eu acho que reclamar faz parte da natureza humana. As pessoas nunca se contentam com sua situação na vida		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥20-Do-something-about-it! ⚑Indirect-Questions ♚	Level-C1-616498643.mp3	Level-C1-2123374762.mp3				
I'd like to know when the government will deal with global warming	Justin	<img src='Justin10.png' />	[sound:Level-C1-797652468.mp3]	I'd   l_k_   t_   k_o_   w_e_   <br>t_e   g_v_r_m_n_   w_l_   <br>d_a_   w_t_   g_o_a_   w_r_i_g   <br>	Eu gostaria de saber quando o governo vai lidar com o aquecimento global	Considering the way they solve problems, they're not going to do anything until the situation is unbearable 	Matthew	<img src=Matthew10.png />	[sound:Level-C1-505926817.mp3]	C_n_i_e_i_g   t_e   w_y   t_e_   <br>s_l_e   p_o_l_m_,   t_e_'_e   <br>n_t   g_i_g   t_   d_   <br>a_y_h_n_   u_t_l   t_e   s_t_a_i_n   i_   u_b_a_a_l_      	Considerando a maneira como eles resolvem os problemas, eles não farão nada até que a situação esteja insuportável		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥20-Do-something-about-it! ⚑Indirect-Questions 	Level-C1-797652468.mp3	Level-C1-505926817.mp3				
I'm curious about why he didn't complain to the landlord	Justin	<img src='Justin10.png' />	[sound:Level-C1-66896807.mp3]	I'm   c_r_o_s   a_o_t   w_y   h_   <br>d_d_'_   c_m_l_i_   t_   <br>t_e   l_n_l_r_   	Estou curioso para saber por que ele não reclamou com o senhorio	I'm curious too. I mean, he's such an annoying man and we had our party until late yesterday	Salli	<img src=Salli10.png />	[sound:Level-C1-1363826794.mp3]	I'm   c_r_o_s   t_o.   I   m_a_,   <br>h_'_   s_c_   a_   a_n_y_n_   <br>m_n   a_d   w_   h_d   <br>o_r   p_r_y   u_t_l   l_t_   y_s_e_d_y   	Eu também estou curiosa. Quero dizer, ele é um homem tão chato e fizemos nossa festa até tarde ontem		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥20-Do-something-about-it! ⚑Indirect-Questions 	Level-C1-66896807.mp3	Level-C1-1363826794.mp3				
Do you have any idea of how long it takes to get a visa? 	Kimberly	<img src='Kimberly10.png' />	[sound:Level-C1-120502808.mp3]	D_   y_u   h_v_   a_y   i_e_   <br>o_   h_w   l_n_   i_   t_k_s   <br>t_   g_t   a   v_s_?      <br>	Você tem alguma idéia de quanto tempo leva para obter um visto?	Well, not that long. You should go to the embassy and take some of your documents. They will ask you some questions and you have to answer them sincerely	Salli	<img src=Salli10.png />	[sound:Level-C1-737309521.mp3]	W_l_,   n_t   t_a_   l_n_.   Y_u   <br>s_o_l_   g_   t_   t_e   <br>e_b_s_y   a_d   t_k_   s_m_   <br>o_   y_u_   d_c_m_n_s.   T_e_   w_l_   a_k   y_u   s_m_   q_e_t_o_s   a_d   y_u   h_v_   t_   a_s_e_   t_e_   s_n_e_e_y   	Bem, não muito tempo. Você deve ir à embaixada e levar alguns dos seus documentos. Eles farão algumas perguntas e você deverá respondê-las sinceramente		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥20-Do-something-about-it! ⚑Indirect-Questions 	Level-C1-120502808.mp3	Level-C1-737309521.mp3				
I have no idea how I can finish the work before the deadline. I have so much to do and so little time! 	Ana	<img src='Ana10.png' />	[sound:Level-C1-1750303778.mp3]	I   h_v_   n_   i_e_   h_w   I   <br>c_n   f_n_s_   t_e   w_r_   <br>b_f_r_   t_e   d_a_l_n_.   <br>I   h_v_   s_   m_c_   t_   d_   a_d   s_   l_t_l_   t_m_!      	Não faço ideia de como posso terminar o trabalho antes do prazo. Eu tenho muito o que fazer e tão pouco tempo!	First of all, do not despair. I'll help you with whatever you need. Now, let's look at what we have to do first	Kendra	<img src=Kendra10.png />	[sound:Level-C1-1024387253.mp3]	F_r_t   o_   a_l,   d_   n_t   <br>d_s_a_r.   I'l_   h_l_   y_u   <br>w_t_   w_a_e_e_   y_u   n_e_.   <br>N_w,   l_t's   l_o_   a_   w_a_   w_   h_v_   t_   d_   f_r_t   	Primeiro de tudo, não se desespere. Eu vou te ajudar com o que você precisar. Agora, vamos ver o que devemos fazer primeiro		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥20-Do-something-about-it! ⚑Indirect-Questions ♚	Level-C1-1750303778.mp3	Level-C1-1024387253.mp3				
He hasn't got a clue what he's supposed to do for homework tonight 	Kendra	<img src='Kendra10.png' />	[sound:Level-C1-2040475771.mp3]	H_   h_s_'_   g_t   a   c_u_   <br>w_a_   h_'_   s_p_o_e_   t_   <br>d_   f_r   h_m_w_r_   t_n_g_t   <br>   	Ele não tem idéia do que deve fazer de tarefa de casa hoje à noite	Wasn't he paying attention to the teacher again? I don't know what else I can do to make him pay attention	John	<img src=John10.png />	[sound:Level-C1-1174331431.mp3]	W_s_'_   h_   p_y_n_   a_t_n_i_n   <br>t_   t_e   t_a_h_r   a_a_n?   <br>I   d_n't   k_o_   w_a_   <br>e_s_   I   c_n   d_   t_   m_k_   h_m   p_y   a_t_n_i_n   	Ele não estava prestando atenção no professor novamente? Não sei o que mais posso fazer para fazê-lo prestar atenção		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥20-Do-something-about-it! ⚑Indirect-Questions 	Level-C1-2040475771.mp3	Level-C1-1174331431.mp3				
Do you know when the next meeting will be? There are still some questions that need to be resolved	John	<img src='John10.png' />	[sound:Level-C1-839295349.mp3]	D_   y_u   k_o_   w_e_   t_e   <br>n_x_   m_e_i_g   w_l_   b_?   <br>T_e_e   a_e   s_i_l   s_m_   <br>q_e_t_o_s   t_a_   n_e_   t_   b_   r_s_l_e_   	Você sabe quando será a próxima reunião? Ainda existem algumas questões que precisam ser resolvidas	When the next meeting will be is something I haven't found out yet. I'll get informed and come back to you	Matthew	<img src=Matthew10.png />	[sound:Level-C1-743884808.mp3]	W_e_   t_e   n_x_   m_e_i_g   w_l_   <br>b_   i_   s_m_t_i_g   <br>I   h_v_n't   f_u_d   o_t   <br>y_t.   I'l_   g_t   i_f_r_e_   a_d   c_m_   b_c_   t_   y_u   	Quando a próxima reunião será é algo que ainda não descobri. Eu vou me informar e vou retornar para você		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥20-Do-something-about-it! ⚑Indirect-Questions ♚	Level-C1-839295349.mp3	Level-C1-743884808.mp3				
How people can mistreat animals is mystifying to me	Justin	<img src='Justin10.png' />	[sound:Level-C1-817697344.mp3]	H_w   p_o_l_   c_n   m_s_r_a_   <br>a_i_a_s   i_   m_s_i_y_n_   <br>t_   m_   	Como as pessoas podem maltratar animais é intrigante para mim	People who do that are heartless, they don't have my respect!	Eva	<img src=Eva10.png />	[sound:Level-C1-535398497.mp3]	P_o_l_   w_o   d_   t_a_   a_e   <br>h_a_t_e_s,   t_e_   d_n't   <br>h_v_   m_   r_s_e_t!   	As pessoas que fazem isso não têm coração, elas não têm o meu respeito!		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥20-Do-something-about-it! ⚑Indirect-Questions 	Level-C1-817697344.mp3	Level-C1-535398497.mp3				
